counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:R6:R7:445,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,445,Alt ♮2♭♭5♭6♭♭♭7,R6,R7,,829,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:463,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,463,Scale 463,R6,R7,,847,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:471,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,471,Alt 3·6·♭7,R6,R7,,855,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:475,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,475,Alt 6♭7,R6,R7,,859,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:477,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,477,Alt ♮2𝄫6♭𝄫7,R6,R7,,861,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:487,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,487,Scale 487,R6,R7,,871,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:491,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,491,Locrian ♭♭6♭♭♭7,R6,R7,,875,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:493,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,493,Locrian ♮2♭♭6♭♭♭7,R6,R7,,877,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:499,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,499,Major Locrian ♭26♭7,R6,R7,,883,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:501,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,501,Major Locrian 6♭7,R6,R7,,885,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:505,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,505,7-3 rooted state 505,R6,R7,,889,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:799,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,799,Infra-Alt 5♭6,R6,R7,,1567,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:815,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,815,Scale 815,R6,R7,,1583,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:823,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,823,Scale 823,R6,R7,,1591,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:827,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,827,Scale 827,R6,R7,,1595,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:829,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,829,7-Z18 rooted state 829,R6,R7,,1597,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:847,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,847,Scale 847,R6,R7,,1615,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:855,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,855,Ultralocrian 𝄫3,R6,R7,,1623,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:859,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,859,Ultralocrian,R6,R7,,1627,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:861,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,861,Superlocrian ♮2𝄫7,R6,R7,,1629,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:871,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,871,Locrian 𝄫3𝄫7,R6,R7,,1639,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:875,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,875,Locrian double-flat 7,R6,R7,,1643,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:877,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,877,Hungarian Major Inverse,R6,R7,,1645,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:883,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,883,Scale 883,R6,R7,,1651,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:885,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,885,Major Locrian 𝄫7,R6,R7,,1653,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:889,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,889,Scale 889,R6,R7,,1657,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:911,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,911,Phrygian 𝄫3𝄫4𝄫7,R6,R7,,1679,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:919,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,919,Chromatic Phrygian Inverse,R6,R7,,1687,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:923,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,923,Alt ♮5𝄫7,R6,R7,,1691,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:925,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,925,Chromatic Hypodorian,R6,R7,,1693,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:935,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,935,Kanakangi,R6,R7,,1703,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:939,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,939,Rāga Malini,R6,R7,,1707,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:941,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,941,Rāga Jhankara Bhramavi,R6,R7,,1709,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:947,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,947,Scale 947,R6,R7,,1715,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:949,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,949,Mararanjani,R6,R7,,1717,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:953,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,953,Rāga Kalahamsa,R6,R7,,1721,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:967,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,967,Scale 967,R6,R7,,1735,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:971,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,971,Scale 971,R6,R7,,1739,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:973,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,973,7-19 rooted state 973,R6,R7,,1741,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:979,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,979,Scale 979,R6,R7,,1747,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:981,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,981,Mela Kantamani,R6,R7,,1749,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:985,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,985,Scale 985,R6,R7,,1753,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:995,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,995,Lydian ♭2♯3♭67,R6,R7,,1763,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:997,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,997,Tanarupi IV,R6,R7,,1765,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1001,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1001,Lydian ♯2♯3♭67,R6,R7,,1769,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1009,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1009,7-3 rooted state 1009,R6,R7,,1777,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1567,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1567,7-4 rooted state 1567,R6,R7,,3103,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1583,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1583,Alt ♮6♭♭3♭4♭5,R6,R7,,3119,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1591,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1591,Alt ♮6♭♭3♭5,R6,R7,,3127,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1595,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1595,Alt ♮65,R6,R7,,3131,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1597,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1597,Rāga Ravikosh,R6,R7,,3133,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1615,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1615,Sydian (Alt ♮6𝄫34),R6,R7,,3151,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1623,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1623,Alt ♮63,R6,R7,,3159,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1627,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1627,Superlocrian ♯6,R6,R7,,3163,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1629,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1629,Dorian Blues,R6,R7,,3165,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1639,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1639,7-21 rooted state 1639,R6,R7,,3175,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1643,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1643,Locrian ♮6,R6,R7,,3179,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1645,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1645,Dorian ♭5,R6,R7,,3181,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1651,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1651,Tsinganikos,R6,R7,,3187,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1653,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1653,Mixolydian ♭5,R6,R7,,3189,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1657,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1657,7-19 rooted state 1657,R6,R7,,3193,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1679,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1679,Zephyrean Mode V,R6,R7,,3215,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1687,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1687,Midlocrian,R6,R7,,3223,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1691,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1691,Dorian ♭2♭4,R6,R7,,3227,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1693,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1693,Dorian ♭4,R6,R7,,3229,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1703,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1703,Rāga Bhanumati,R6,R7,,3239,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1707,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1707,Dorian ♭2,R6,R7,,3243,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1709,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1709,Dorian,R6,R7,,3245,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1715,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1715,Dominant ♭2,R6,R7,,3251,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1717,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1717,Mixolydian,R6,R7,,3253,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1721,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1721,Rāga Ganavaridhi,R6,R7,,3257,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1735,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1735,Navaneetam,R6,R7,,3271,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1739,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1739,Rāga Sthavarajam,R6,R7,,3275,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1741,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1741,Dorian ♯4,R6,R7,,3277,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1747,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1747,Lydian 7♭2,R6,R7,,3283,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1749,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1749,Acoustic,R6,R7,,3285,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1753,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1753,Hungarian Major,R6,R7,,3289,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1763,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1763,Lydian 7♭2♯3,R6,R7,,3299,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1765,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1765,Lydian ♭7♯3,R6,R7,,3301,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1769,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1769,Lydian ♭7♯2♯3,R6,R7,,3305,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1777,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1777,Lydian ♭7♯3𝄪2,R6,R7,,3313,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1807,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1807,7-5 rooted state 1807,R6,R7,,3343,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1815,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1815,Scale 1815,R6,R7,,3351,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1819,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1819,Alt ♮6♯5,R6,R7,,3355,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1821,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1821,Dorian +♭4,R6,R7,,3357,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1831,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1831,Dominant +♭2𝄫3,R6,R7,,3367,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1835,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1835,Dorian +♭2,R6,R7,,3371,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1837,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1837,Dorian Augmented,R6,R7,,3373,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1843,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1843,7-21 rooted state 1843,R6,R7,,3379,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1845,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1845,Mixolydian Augmented,R6,R7,,3381,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1849,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1849,Rāga Dvigandharabushini,R6,R7,,3385,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1863,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1863,Scale 1863,R6,R7,,3399,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1867,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1867,Lydian 7+♭23,R6,R7,,3403,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1869,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1869,Lydian 7+♭3,R6,R7,,3405,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1875,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1875,Persichetti,R6,R7,,3411,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1877,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1877,Aeroptian,R6,R7,,3413,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1881,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1881,Lydian 7+♯2,R6,R7,,3417,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1891,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1891,Hijaz Major,R6,R7,,3427,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1893,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1893,Lydian 7+♯3,R6,R7,,3429,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1897,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1897,Lydian 7+♯23,R6,R7,,3433,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1905,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1905,Lydian 7+♯3𝄪2,R6,R7,,3441,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1927,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1927,7-5 rooted state 1927,R6,R7,,3463,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1931,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1931,Dorian +♭2𝄪4,R6,R7,,3467,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1933,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1933,Dorian +𝄪4,R6,R7,,3469,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1939,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1939,Dominant +♭2𝄪4,R6,R7,,3475,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1941,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1941,Dominant +𝄪4,R6,R7,,3477,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1945,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1945,7-Z18 rooted state 1945,R6,R7,,3481,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1955,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1955,Dominant +♭2♯3𝄪4,R6,R7,,3491,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1957,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1957,Dominant +♯3𝄪4,R6,R7,,3493,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1961,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1961,Dominant +♯2♯3𝄪4,R6,R7,,3497,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1969,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1969,Dominant +♯3𝄪2♭4,R6,R7,,3505,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1987,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1987,7-4 rooted state 1987,R6,R7,,3523,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1989,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1989,Dominant +34,R6,R7,,3525,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:1993,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,1993,Dominant +♯234,R6,R7,,3529,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:2001,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,2001,Dominant +234,R6,R7,,3537,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R6:R7:2017,partial_commutation_domain_asymmetry,R6 and R7 strongly commute as partial functions,2017,Dominant +34♯2,R6,R7,,3553,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:223,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,223,Scale 223,L6,L7,127,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:415,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,415,Infra-Alt 57,L6,L7,223,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:431,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,431,Infra-Alt 7,L6,L7,239,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:439,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,439,Infra-Alt 7♭4,L6,L7,247,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:443,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,443,Alt ♭♭5♭♭6♭♭♭7,L6,L7,251,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:445,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,445,Alt ♮2♭♭5♭6♭♭♭7,L6,L7,253,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:799,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,799,Infra-Alt 5♭6,L6,L7,415,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:815,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,815,Scale 815,L6,L7,431,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:823,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,823,Scale 823,L6,L7,439,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:827,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,827,Scale 827,L6,L7,443,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:829,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,829,7-Z18 rooted state 829,L6,L7,445,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:847,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,847,Scale 847,L6,L7,463,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:855,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,855,Ultralocrian 𝄫3,L6,L7,471,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:859,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,859,Ultralocrian,L6,L7,475,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
